De	O
Zuid-afrikaanse	O
gedelegeerde	O
bij	O
de	O
Verenigde	O
Naties	O
,	O
Joosten	O
,	O
heeft	O
bekendgemaakt	O
,	O
dat	O
Zuid-Afrika	O
weg	O
zal	O
blijven	O
van	O
de	O
vergadering	O
van	O
de	O
beheerschapscommissie	O
,	O
wanneer	O
Michael	O
Scott	O
-	O
de	O
woordvoerder	O
van	O
de	O
inheemse	O
bevolking	O
in	O
Zuidwestafrika	O
zal	O
worden	O
gehoord	O
.	O
Joosten	O
verklaarde	O
,	O
dat	O
de	O
Zuidafrikaanse	O
regering	O
het	O
een	O
''	O
onhoudbare	O
opvatting	O
''	O
acht	O
,	O
dat	O
aan	O
vertegenwoordigers	O
van	O
inheemse	O
bevolkingen	O
wordt	O
toegestaan	O
verklaringen	O
af	O
te	O
leggen	O
over	O
de	O
toestand	O
in	O
Zuid-west-afrika	O
.	O
Professor	O
Lieftinck	O
en	O
Doctor	O
Drees	O
sprak	O
over	O
het	O
eindigen	O
van	O
de	O
staat	O
van	O
oorlog	O
met	O
Duitsland	O
.	O
Paris	O
i	O
-	O
De	O
olie-producerende	O
landen	O
moeten	O
een	O
belangrijk	O
deel	O
van	O
hun	O
aanzienlijke	O
inkomsten	O
ten	O
goede	O
laten	O
komen	O
aan	O
de	O
andere	O
landen	O
van	O
de	O
derde	O
wereld	O
,	O
die	O
er	O
economisch	O
het	O
slechtst	O
aan	O
toe	O
zijn	O
.	O
Dit	O
zei	O
de	O
amerikaanse	O
minister	O
van	O
buitenlandse	O
zaken	O
Kissinger	O
vanmiddag	O
in	O
Parijs	O
,	O
op	O
de\/conferentie	O
over	O
internationale	O
economische	O
samenwerking	O
.	O
Ministers	O
en	O
hoge	O
ambtenaren	O
uit	O
de	O
zeven	O
landen	O
hebben	O
hiertoe	O
besloten	O
op	O
een	O
bijeenkomst	O
in	O
Den	O
Haag	O
.	O
De	O
europese	O
NAVO	O
landen	O
hebben	O
besloten	O
,	O
samen	O
druk	O
op	O
de	O
Verenigde	O
-	O
Staten	O
uit	O
te	O
oefenen	O
,	O
zodat	O
de	O
amerikaanse	O
wapenaankopen	O
-	O
in	O
Europa	O
meer	O
in	O
evenwicht	O
komen	O
met	O
wat	O
Europa	O
uit	O
Amerika	O
betrekt	O
.	O
Die	O
landen	O
zijn	O
Denemarken	O
,	O
Noorwegen	O
,	O
Zweden	O
en	O
Nederland	O
.	O
Als	O
landen	O
die	O
erg	O
weinig	O
aan	O
ontwikkelingshulp	O
doen	O
noemt	O
de	O
UNCTA	O
onder	O
meer	O
Saudi	O
Arabie	O
,	O
de	O
Verenigde	O
Staten	O
de	O
landen	O
in	O
Oost	O
Europa	O
.	O
De	O
ministers	O
van	O
de	O
niet-gebonden	O
landen	O
hebben	O
op	O
de	O
conferentie	O
in	O
New	O
Delhi	O
hun	O
teleurstelling	O
uitgesproken	O
over	O
de	O
reactie	O
van	O
a	O
de	O
rijke	O
landen	O
op	O
de	O
economische	O
crisis	O
in	O
de	O
wereld	O
.	O
Goedenavond	O
Dames	O
en	O
Beeren	O
Nieuwsberichten	O
van	O
het	O
Algemeen	O
Nederlandsch	O
Persbureau	O
-	O
A.	O
N.	O
P.	O
Publicatie	O
is	O
verboden	O
krachtens	O
de	O
Auteurswet	O
.	O
In	O
geheel	O
Nederland	O
is	O
de	O
Nationale	O
feestdag	O
gevierd	O
.	O
In	O
Zeeland	O
worden	O
de	O
laatste	O
tijd	O
honderden	O
Atalantavlinders	O
waargenomen	O
.	O
Het	O
medisch	O
team	O
mmm	O
dat	O
heeft	O
geassisteerd	O
bij	O
de	O
geboorte	O
van	O
prins	O
Konstantijn	O
,	O
het	O
derde	O
kindt	O
van	O
prises	O
Beatrix	O
en	O
prins	O
Claus	O
,	O
is	O
koninklijkz	O
onderscheiden	O
,	O
professor	O
Haspels	O
en	O
professor	O
De	O
bruyne	O
werden	O
benoemd	O
in	O
de	O
huisorde	O
van	O
oranje-nassau	O
.	O
Doktor	O
Drukker	O
-	O
en	O
doktor	O
Nijhuis	O
werden	O
officier	O
in	O
de	O
huisorde	O
en	O
mejuffrouw	O
Kingsma	O
en	O
zuster	O
van	O
Beusekom	O
ere	O
dame	O
.	O
Meester	O
Pieter	O
Van	O
Vollenhoven	O
heet	O
vanmorgen	O
op	O
het	O
Stadhuis	O
van	O
Utrecht	O
aaaajsàg	O
aangifte	O
gedaan	O
van	O
de	O
geboorte	O
van	O
zijn	O
zoon	O
.	O
RADIO	O
1	O
van	O
7	O
MAART	O
I938	O
.	O
Goedenavond	O
dames	O
en	O
heeren	O
.	O
Nieuwsberichten	O
van	O
het	O
Algemeen	O
Nederlandsch	O
Persbureau	O
ANP	O
.	O
RADIO	O
2	O
van	O
23	O
Februari	O
193	O
.	O
HHWHMMMHH	O
Goeden	O
avond	O
dames	O
en	O
hoeren	O
.	O
Nieuwsberichten	O
van	O
het	O
ANP	O
.	O
Benoemd	O
tot	O
ridder	O
in	O
de	O
Orde	O
van	O
den	O
Nederlandschen	O
Leeuw	O
,	O
Professor	O
Dr.	O
M.	O
E.	O
F.	O
Th	O
.	O
DUBOIS	O
te	O
Haarlem	O
.	O
